ID,total_workouts,train_count,val_count,test_count,train_pct,val_pct,test_pct
704,1,0,0,1,0.0%,0.0%,100.0%
706,1,0,0,1,0.0%,0.0%,100.0%
707,1,0,0,1,0.0%,0.0%,100.0%
709,1,0,0,1,0.0%,0.0%,100.0%
711,1,0,0,1,0.0%,0.0%,100.0%
714,1,0,0,1,0.0%,0.0%,100.0%
719,1,0,0,1,0.0%,0.0%,100.0%
720,1,0,0,1,0.0%,0.0%,100.0%
721,1,0,0,1,0.0%,0.0%,100.0%
722,1,0,0,1,0.0%,0.0%,100.0%
723,1,0,0,1,0.0%,0.0%,100.0%
724,1,0,0,1,0.0%,0.0%,100.0%
725,1,0,0,1,0.0%,0.0%,100.0%
726,1,0,0,1,0.0%,0.0%,100.0%
729,1,0,0,1,0.0%,0.0%,100.0%
736,1,0,0,1,0.0%,0.0%,100.0%
742,1,0,0,1,0.0%,0.0%,100.0%
743,1,0,0,1,0.0%,0.0%,100.0%
744,1,0,0,1,0.0%,0.0%,100.0%
745,1,0,0,1,0.0%,0.0%,100.0%
746,1,0,0,1,0.0%,0.0%,100.0%
747,1,0,0,1,0.0%,0.0%,100.0%
748,1,0,0,1,0.0%,0.0%,100.0%
749,1,0,0,1,0.0%,0.0%,100.0%
754,1,0,0,1,0.0%,0.0%,100.0%
755,1,0,0,1,0.0%,0.0%,100.0%
756,1,0,0,1,0.0%,0.0%,100.0%
757,1,0,0,1,0.0%,0.0%,100.0%
763,1,0,0,1,0.0%,0.0%,100.0%
771,1,0,0,1,0.0%,0.0%,100.0%
778,1,0,0,1,0.0%,0.0%,100.0%
784,1,0,0,1,0.0%,0.0%,100.0%
786,1,0,0,1,0.0%,0.0%,100.0%
792,1,0,0,1,0.0%,0.0%,100.0%
793,1,0,0,1,0.0%,0.0%,100.0%
794,1,0,0,1,0.0%,0.0%,100.0%
796,1,0,0,1,0.0%,0.0%,100.0%
799,1,0,0,1,0.0%,0.0%,100.0%
804,1,0,0,1,0.0%,0.0%,100.0%
807,1,0,0,1,0.0%,0.0%,100.0%
808,1,0,0,1,0.0%,0.0%,100.0%
813,1,0,0,1,0.0%,0.0%,100.0%
815,1,0,0,1,0.0%,0.0%,100.0%
816,1,0,0,1,0.0%,0.0%,100.0%
817,1,0,0,1,0.0%,0.0%,100.0%
818,1,0,0,1,0.0%,0.0%,100.0%
819,1,0,0,1,0.0%,0.0%,100.0%
825,1,0,0,1,0.0%,0.0%,100.0%
827,1,0,0,1,0.0%,0.0%,100.0%
830,1,0,0,1,0.0%,0.0%,100.0%
832,1,0,0,1,0.0%,0.0%,100.0%
833,1,0,0,1,0.0%,0.0%,100.0%
839,1,0,0,1,0.0%,0.0%,100.0%
840,1,0,0,1,0.0%,0.0%,100.0%
841,1,0,0,1,0.0%,0.0%,100.0%
845,1,0,0,1,0.0%,0.0%,100.0%
846,1,0,0,1,0.0%,0.0%,100.0%
852,1,0,0,1,0.0%,0.0%,100.0%
853,1,0,0,1,0.0%,0.0%,100.0%
854,1,0,0,1,0.0%,0.0%,100.0%
857,1,0,0,1,0.0%,0.0%,100.0%
